category,skos_concept,URI,ID,URL
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTTF_SCH_ALF_K_09_105,/2022608/TFM_SVB_FTTF_SCH_ALF_K_09_105,http://mm.dimu.no/image/012uP2P7mXWf?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2024904/https___www_topfoto_co_uk_asset_3014407,/2024904/https___www_topfoto_co_uk_asset_3014407,https://www.topfoto.co.uk/Europeana/Photography18391939/EU007510.jpg
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_06424,/2022608/ROM_R_Fot_06424,http://mm.dimu.no/image/03RzthQWDp?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_32182,/2022608/ROM_R_Fot_32182,http://mm.dimu.no/image/02S17uunKm?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_NE_0210_0001,/2022608/ROM_NE_0210_0001,http://mm.dimu.no/image/04Rzn8QMXr?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_02805_1,/2022608/ROM_R_Fot_02805_1,http://mm.dimu.no/image/02RznFpdej?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_04121,/2022608/ROM_R_Fot_04121,http://mm.dimu.no/image/04RzteRX8w?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_36349,/2022608/ROM_R_Fot_36349,http://mm.dimu.no/image/01S1EJY1ar?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_00284,/2022608/ROM_R_Fot_00284,http://mm.dimu.no/image/04RznBMzmS?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_02989,/2022608/ROM_R_Fot_02989,http://mm.dimu.no/image/01RznHHHTt?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_05406,/2022608/ROM_R_Fot_05406,http://mm.dimu.no/image/04RztfvWnc?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_02552_21_25_3_3,/2022608/ROM_R_Fot_02552_21_25_3_3,http://mm.dimu.no/image/04RznFndDh?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_09729,/2022608/ROM_R_Fot_09729,http://mm.dimu.no/image/03RztmsUSF?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_36181,/2022608/ROM_R_Fot_36181,http://mm.dimu.no/image/03S1EJXMJh?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_08650,/2022608/ROM_R_Fot_08650,http://mm.dimu.no/image/03RztkP9pn?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_13755,/2022608/ROM_R_Fot_13755,http://mm.dimu.no/image/01RztsoS24?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_0748,/2022608/TFM_SVB_FTT_TSM_0748,http://mm.dimu.no/image/01Szf83TnP?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/NM_FA_F_10006_0015,/2022608/NM_FA_F_10006_0015,http://mm.dimu.no/image/012uPWMpC7ku?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTTF_SCH_ALF_A_01_01,/2022608/TFM_SVB_FTTF_SCH_ALF_A_01_01,http://mm.dimu.no/image/02T1DpBxVY?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_01769,/2022608/ROM_R_Fot_01769,http://mm.dimu.no/image/04RznEJdKu?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_06424,/2022608/ROM_R_Fot_06424,http://mm.dimu.no/image/03RzthQWDp?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTTF_SCH_ALF_A_08_049,/2022608/TFM_SVB_FTTF_SCH_ALF_A_08_049,http://mm.dimu.no/image/03T1Ds9bCD?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2058608/object_DP_19074090,/2058608/object_DP_19074090,https://rsai.locloudhosting.net/files/original/9c5c6a9c0a1d558333cd9b2e30a762c6.jpg
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/08609/1_F_4096_2_931x,/08609/1_F_4096_2_931x,http://fototeka.fn.org.pl/public/cache/1-F-4096-2-931x.jpg
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_35946,/2022608/ROM_R_Fot_35946,http://mm.dimu.no/image/04S1Lr5rUb?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40388,/2022608/ROM_R_Fot_40388,http://mm.dimu.no/image/02S1EQSHzG?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40469,/2022608/ROM_R_Fot_40469,http://mm.dimu.no/image/03S1EQSdKN?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_48286,/2022608/TFM_SVB_FTT_48286,http://mm.dimu.no/image/02SzS1Vpbe?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_00288_1,/2022608/ROM_R_Fot_00288_1,http://mm.dimu.no/image/01RznBMzqn?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_49228,/2022608/ROM_R_Fot_49228,http://mm.dimu.no/image/03S1Lu3AP8?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/VFF_VFF_14224,/2022608/VFF_VFF_14224,http://mm.dimu.no/image/012uNWbSY8uD?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_40627,/2022608/TFM_SVB_FTT_40627,http://mm.dimu.no/image/012uMWwfReSy?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40398,/2022608/ROM_R_Fot_40398,http://mm.dimu.no/image/02S1EQScnU?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_21971,/2022608/ROM_R_Fot_21971,http://mm.dimu.no/image/04S11NPHy5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_10566,/2022608/ROM_R_Fot_10566,http://mm.dimu.no/image/02RztoLo4Q?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/VFF_VFF_14210,/2022608/VFF_VFF_14210,http://mm.dimu.no/image/012uNWbSY8pj?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_32092,/2022608/ROM_R_Fot_32092,http://mm.dimu.no/image/01S17uuSvG?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_30387,/2022608/ROM_R_Fot_30387,http://mm.dimu.no/image/03S17tQnNL?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_18020,/2022608/ROM_R_Fot_18020,http://mm.dimu.no/image/01S11GTLv6?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_01213,/2022608/ROM_R_Fot_01213,http://mm.dimu.no/image/01RznCqf6g?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_39159,/2022608/ROM_R_Fot_39159,http://mm.dimu.no/image/03S1EMX1Ch?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/SNM_KMb_1982_024_0036,/2022608/SNM_KMb_1982_024_0036,http://mm.dimu.no/image/032wazgVczkQ?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_16329,/2022608/ROM_R_Fot_16329,http://mm.dimu.no/image/03S11Ew1Ld?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_24998,/2022608/ROM_R_Fot_24998,http://mm.dimu.no/image/03S17kyAdT?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/VFF_VFF_15624,/2022608/VFF_VFF_15624,http://mm.dimu.no/image/012uNWbSYU5S?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_36350,/2022608/ROM_R_Fot_36350,http://mm.dimu.no/image/01S1EJY1as?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_21971,/2022608/ROM_R_Fot_21971,http://mm.dimu.no/image/04S11NPHy5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_0233,/2022608/TFM_SVB_FTT_TSM_0233,http://mm.dimu.no/image/01Szf6ZVBn?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_0227_005,/2022608/ROM_0227_005,http://mm.dimu.no/image/02RWTspugK?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/SNM_KMb_2009_001_0018,/2022608/SNM_KMb_2009_001_0018,http://mm.dimu.no/image/032wazuWFNgf?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_00288_1,/2022608/ROM_R_Fot_00288_1,http://mm.dimu.no/image/01RznBMzqn?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_35947,/2022608/ROM_R_Fot_35947,http://mm.dimu.no/image/01S1Lr5rUc?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_36349,/2022608/ROM_R_Fot_36349,http://mm.dimu.no/image/01S1EJY1ar?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40464,/2022608/ROM_R_Fot_40464,http://mm.dimu.no/image/04S1EQSdF3?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_39159,/2022608/ROM_R_Fot_39159,http://mm.dimu.no/image/03S1EMX1Ch?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40398,/2022608/ROM_R_Fot_40398,http://mm.dimu.no/image/02S1EQScnU?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_05406,/2022608/ROM_R_Fot_05406,http://mm.dimu.no/image/04RztfvWnc?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_FOT_02678,/2022608/ROM_R_FOT_02678,http://mm.dimu.no/image/04RznBLfNf?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_16329,/2022608/ROM_R_Fot_16329,http://mm.dimu.no/image/03S11Ew1Ld?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_0582,/2022608/TFM_SVB_FTT_TSM_0582,http://mm.dimu.no/image/03Szf828KC?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_0851,/2022608/TFM_SVB_FTT_TSM_0851,http://mm.dimu.no/image/03Szf9USRB?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_39159,/2022608/ROM_R_Fot_39159,http://mm.dimu.no/image/03S1EMX1Ch?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_45677,/2022608/TFM_SVB_FTT_45677,http://mm.dimu.no/image/01SzRxWqfW?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40466,/2022608/ROM_R_Fot_40466,http://mm.dimu.no/image/02S1EQSdF5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_32182,/2022608/ROM_R_Fot_32182,http://mm.dimu.no/image/02S17uunKm?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_00277,/2022608/ROM_R_Fot_00277,http://mm.dimu.no/image/04RznBMzh4?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_10566,/2022608/ROM_R_Fot_10566,http://mm.dimu.no/image/02RztoLo4Q?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_01892,/2022608/ROM_R_Fot_01892,http://mm.dimu.no/image/04RznEJxxp?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/NIA_NIA_HIP_004_583,/2022608/NIA_NIA_HIP_004_583,http://mm.dimu.no/image/022wXWcyWJp2?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_44028,/2022608/ROM_R_Fot_44028,http://mm.dimu.no/image/01S1EUvGeX?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/NM_FA_F_10006_0003,/2022608/NM_FA_F_10006_0003,http://mm.dimu.no/image/012uPWMpBmfg?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_18019,/2022608/ROM_R_Fot_18019,http://mm.dimu.no/image/03S11GTLv5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_38907,/2022608/TFM_SVB_FTT_38907,http://mm.dimu.no/image/012uM2QJKDmC?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_0748,/2022608/TFM_SVB_FTT_TSM_0748,http://mm.dimu.no/image/01Szf83TnP?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_1912,/2022608/TFM_SVB_FTT_TSM_1912,http://mm.dimu.no/image/01SzfB1SM5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_02042_7,/2022608/ROM_R_Fot_02042_7,http://mm.dimu.no/image/04RznEKe5Q?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_44028,/2022608/ROM_R_Fot_44028,http://mm.dimu.no/image/01S1EUvGeX?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_13755,/2022608/ROM_R_Fot_13755,http://mm.dimu.no/image/01RztsoS24?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_NE_0020_0043,/2022608/ROM_NE_0020_0043,http://mm.dimu.no/image/02RzfcLBH4?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/08609/1_F_4096_2_931x,/08609/1_F_4096_2_931x,http://fototeka.fn.org.pl/public/cache/1-F-4096-2-931x.jpg
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_NE_0020_0079,/2022608/ROM_NE_0020_0079,http://mm.dimu.no/image/04RzfcLWm2?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/SNM_KMb_1982_024_0008,/2022608/SNM_KMb_1982_024_0008,http://mm.dimu.no/image/032wazgVcfoQ?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40388,/2022608/ROM_R_Fot_40388,http://mm.dimu.no/image/02S1EQSHzG?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_35947,/2022608/ROM_R_Fot_35947,http://mm.dimu.no/image/01S1Lr5rUc?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTTF_SCH_ALF_G_01_40,/2022608/TFM_SVB_FTTF_SCH_ALF_G_01_40,http://mm.dimu.no/image/04T1LJm9Ui?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_01892,/2022608/ROM_R_Fot_01892,http://mm.dimu.no/image/04RznEJxxp?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_40410,/2022608/ROM_R_Fot_40410,http://mm.dimu.no/image/03S1EQScrv?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2058608/object_DP_19074090,/2058608/object_DP_19074090,https://rsai.locloudhosting.net/files/original/9c5c6a9c0a1d558333cd9b2e30a762c6.jpg
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_NE_0210_0001,/2022608/ROM_NE_0210_0001,http://mm.dimu.no/image/04Rzn8QMXr?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/SNM_KMb_1982_024_0010,/2022608/SNM_KMb_1982_024_0010,http://mm.dimu.no/image/022wazgVcfoV?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_44025,/2022608/ROM_R_Fot_44025,http://mm.dimu.no/image/02S1EUvGeV?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_43987,/2022608/ROM_R_Fot_43987,http://mm.dimu.no/image/02S1EUvGLv?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_40627,/2022608/TFM_SVB_FTT_40627,http://mm.dimu.no/image/012uMWwfReSy?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_01023,/2022608/ROM_R_Fot_01023,http://mm.dimu.no/image/03RznCpz4X?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_17341,/2022608/ROM_R_Fot_17341,http://mm.dimu.no/image/02S11GRKRD?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/TFM_SVB_FTT_TSM_2278,/2022608/TFM_SVB_FTT_TSM_2278,http://mm.dimu.no/image/012uP1pDm9K5?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/NIA_NIA_HIP_010_042,/2022608/NIA_NIA_HIP_010_042,http://mm.dimu.no/image/032wZzohtpcu?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_04119,/2022608/ROM_R_Fot_04119,http://mm.dimu.no/image/02RzteRX8u?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_33662,/2022608/ROM_R_Fot_33662,http://mm.dimu.no/image/04S17xr5Ky?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/NM_FA_F_10006_0015,/2022608/NM_FA_F_10006_0015,http://mm.dimu.no/image/012uPWMpC7ku?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/LK_LK2010_27,/2022608/LK_LK2010_27,http://mm.dimu.no/image/032yhzAABYSs?dimension=800x800
building drawing,http://data.europeana.eu/concept/base/29 http://data.europeana.eu/concept/base/35,http://data.europeana.eu/item/2022608/ROM_R_Fot_05406,/2022608/ROM_R_Fot_05406,http://mm.dimu.no/image/04RztfvWnc?dimension=800x800
